,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
75,SL,2025-10-27,90.1,-1.81,5.8,"Guerrero Jr., Vladimir",665489,607192,,ball,,,,,14,Ball,W,R,R,LAD,TOR,B,,,0,2,2025,0.35,0.01,1.42,1.76,,,664770.0,0,5,Top,,,,,,,7.487739806604694,-131.11095751072057,-4.214967864892589,2.5408389901389468,25.99498039859361,-31.389961345038483,3.67,1.6,,,,92.7,2658,7.7,813032,669257,518692,669242,571970,605141,571771,681624,606192,52.82,,,,,,,,37,3,Slider,2,4,4,2,4,2,4,2,Standard,Standard,71,-0.009,0.017,,,,-0.017,,-2,2,0.2216873869763171,0.7783126130236828,31,26,32,26,3,2,11,2,4.0,1.0,2.78,-0.35,-0.35,49.4,,,,,
76,CU,2025-10-27,81.6,-1.52,6.01,"Guerrero Jr., Vladimir",665489,607192,,foul,,,,,7,Foul,W,R,R,LAD,TOR,S,,,0,1,2025,0.62,-1.13,-0.35,2.08,,,664770.0,0,5,Top,,,,,,,1.4763783541980386,-118.785631140736,-0.0110785854335828,5.506668200381173,24.78383169635765,-43.0499783942654,3.63,1.6,13.0,79.6,-9.0,83.0,2649,7.4,813032,669257,518692,669242,571970,605141,571771,681624,606192,53.07,,,,,,,,37,2,Curveball,2,4,4,2,4,2,4,2,Standard,Standard,18,-0.009,-0.053,77.5,8.3,,0.053,88.0,-2,2,0.2216873869763171,0.7783126130236828,31,26,32,26,3,2,11,2,4.0,1.0,4.58,-0.62,-0.62,55.9,12.440325056671156,-35.08347299086377,26.13441512282673,29.71239155725238,54.36180835375079
77,SL,2025-10-27,89.3,-1.97,5.7,"Guerrero Jr., Vladimir",665489,607192,,called_strike,,,,,6,Called Strike,W,R,R,LAD,TOR,S,,,0,0,2025,0.25,0.1,0.67,2.28,,,664770.0,0,5,Top,,,,,,,6.090911446811317,-129.92486857255196,-2.653540123896083,1.5632812419945548,26.081572890822844,-30.701938476293748,3.65,1.6,,,,91.2,2470,7.3,813032,669257,518692,669242,571970,605141,571771,681624,606192,53.17,,,,,,,,37,1,Slider,2,4,4,2,4,2,4,2,Standard,Standard,90,-0.009,-0.043,,,,0.043,,-2,2,0.2216873869763171,0.7783126130236828,31,26,32,26,3,2,11,2,4.0,1.0,2.75,-0.25,-0.25,47.9,,,,,
78,CU,2025-10-27,85.8,-1.11,5.81,"Guerrero Jr., Vladimir",665489,694361,walk,ball,,,,,14,Vladimir Guerrero Jr. walks.,W,R,R,LAD,TOR,B,,,3,1,2025,0.66,-1.2,0.66,-0.05,,,,1,18,Top,,,,,,,2.872832892379098,-124.70824887020632,-5.026184598151696,6.060542715787671,30.770039860947488,-43.47104288369488,3.66,1.6,,,,85.4,2555,6.6,813032,669257,518692,500743,571970,605141,669743,669242,606192,53.87,,0.691497,0.7,1.0,0.0,0.0,,149,5,Curveball,5,5,5,5,5,5,5,5,Standard,Strategic,20,-0.06,0.253,,,,-0.253,,0,0,0.5582421347366553,0.4417578652633447,25,26,26,26,2,8,3,2,,1.0,4.36,-0.66,-0.66,52.9,,,,,
79,CU,2025-10-27,86.2,-1.11,5.81,"Guerrero Jr., Vladimir",665489,694361,,ball,,,,,14,Ball,W,R,R,LAD,TOR,B,,,2,1,2025,0.67,-1.19,0.87,1.06,,,,1,18,Top,,,,,,,3.369127310037729,-125.39688884262708,-2.522934149565628,6.160117312484005,29.5521031850332,-44.24613325022482,3.66,1.6,,,,86.1,2555,6.6,813032,669257,518692,500743,571970,605141,669743,669242,606192,53.87,,,,,,,,149,4,Curveball,5,5,5,5,5,5,5,5,Standard,Strategic,22,0.0,0.121,,,,-0.121,,0,0,0.5582421347366553,0.4417578652633447,25,26,26,26,2,8,3,2,,1.0,4.3,-0.67,-0.67,50.7,,,,,
80,FF,2025-10-27,97.8,-1.33,5.79,"Guerrero Jr., Vladimir",665489,694361,,ball,,,,,11,Ball,W,R,R,LAD,TOR,B,,,1,1,2025,-0.95,1.47,-1.67,3.23,,,,1,18,Top,,,,,,,1.2965162310941918,-142.271927756464,-4.76298361393907,-13.050553877609866,38.00869326977736,-11.42017123645142,3.67,1.6,,,,98.0,2354,6.8,813032,669257,518692,500743,571970,605141,669743,669242,606192,53.71,,,,,,,,149,3,4-Seam Fastball,5,5,5,5,5,5,5,5,Standard,Strategic,213,0.0,0.055,,,,-0.055,,0,0,0.5582421347366553,0.4417578652633447,25,26,26,26,2,8,3,2,,1.0,0.95,0.95,0.95,47.3,,,,,
81,FF,2025-10-27,98.3,-1.22,5.71,"Guerrero Jr., Vladimir",665489,694361,,foul,,,,,6,Foul,W,R,R,LAD,TOR,S,,,1,0,2025,-0.44,1.5,0.52,2.44,,,,1,18,Top,,,,,,,5.780898263792984,-142.9001480835417,-6.920465529095005,-7.386571619963113,35.07542774874111,-10.185075768822871,3.63,1.6,294.0,93.6,26.0,99.0,2086,6.9,813032,669257,518692,500743,571970,605141,669743,669242,606192,53.65,,,,,,,,149,2,4-Seam Fastball,5,5,5,5,5,5,5,5,Standard,Strategic,214,0.0,-0.049,77.8,7.2,,0.049,93.6,0,0,0.5582421347366553,0.4417578652633447,25,26,26,26,2,8,3,2,,1.0,0.87,0.44,0.44,47.8,-10.567286192210464,12.272199809791358,33.71658828315054,42.21881709179832,16.80201447857062
82,CU,2025-10-27,85.2,-1.25,5.94,"Guerrero Jr., Vladimir",665489,694361,,ball,,,,,11,Ball,W,R,R,LAD,TOR,B,,,0,0,2025,0.56,-1.33,-1.04,3.22,,,,1,18,Top,,,,,,,-0.6284174087259102,-123.95261252700942,2.698356118378352,5.892560335486477,28.348001744401994,-46.63051618696053,3.69,1.6,,,,84.6,2512,6.3,813032,669257,518692,500743,571970,605141,669743,669242,606192,54.24,,,,,,,,149,1,Curveball,5,5,5,5,5,5,5,5,Standard,Strategic,22,0.0,0.039,,,,-0.039,,0,0,0.5582421347366553,0.4417578652633447,25,26,26,26,2,8,3,2,,1.0,4.51,-0.56,-0.56,50.2,,,,,
83,CU,2025-10-27,81.8,-1.47,5.97,"Guerrero Jr., Vladimir",665489,607192,walk,ball,,,,,13,Vladimir Guerrero Jr. walks.,W,R,R,LAD,TOR,B,,,3,2,2025,0.21,-1.4,-0.03,0.07,,,,0,4,Top,,,,,,,2.8896117376045924,-119.03699120747396,-4.0215229151641605,1.339523404902896,25.04767246734573,-44.74836618955443,3.72,1.6,,,,82.6,2833,7.1,813032,669257,518692,669242,571970,605141,571771,681624,606192,53.44,,0.691497,0.7,1.0,0.0,0.0,,25,6,Curveball,2,0,0,2,0,2,0,2,Strategic,Standard,13,-0.035,0.356,,,,-0.356,,2,-2,0.7292064019858161,0.2707935980141839,31,26,32,26,2,1,11,2,4.0,1.0,4.83,-0.21,-0.21,59.3,,,,,
84,SI,2025-10-27,96.3,-1.71,5.77,"Guerrero Jr., Vladimir",665489,607192,,foul,,,,,4,Foul,W,R,R,LAD,TOR,S,,,3,1,2025,-1.05,1.06,-0.81,2.98,,,,0,4,Top,,,,,,,4.925829271656936,-140.0593252172948,-4.296812385226231,-14.929688362079512,34.74121464742119,-17.462990793307423,3.63,1.6,93.0,43.7,54.0,98.6,2489,7.8,813032,669257,518692,669242,571970,605141,571771,681624,606192,52.68,,,,,,,,25,5,Sinker,2,0,0,2,0,2,0,2,Strategic,Standard,193,0.009,-0.094,74.7,6.5,,0.094,88.0,2,-2,0.7292064019858161,0.2707935980141839,31,26,32,26,2,1,11,2,4.0,1.0,1.42,1.05,1.05,51.0,-10.669065280058224,12.461548058488788,30.875653952727053,25.355357298507403,23.750403969475386
85,SI,2025-10-27,96.5,-1.71,5.79,"Guerrero Jr., Vladimir",665489,607192,,called_strike,,,,,4,Called Strike,W,R,R,LAD,TOR,S,,,3,0,2025,-1.29,1.17,-0.38,3.0,,,,0,4,Top,,,,,,,6.666738001463859,-140.2448023341754,-4.569287158612979,-18.511222569378567,36.57998782719846,-15.893478461552796,3.64,1.6,,,,98.6,2494,7.9,813032,669257,518692,669242,571970,605141,571771,681624,606192,52.61,,,,,,,,25,4,Sinker,2,0,0,2,0,2,0,2,Strategic,Standard,191,0.009,-0.09,,,,0.09,,2,-2,0.7292064019858161,0.2707935980141839,31,26,32,26,2,1,11,2,4.0,1.0,1.31,1.29,1.29,50.7,,,,,
86,SL,2025-10-27,91.5,-1.86,5.75,"Guerrero Jr., Vladimir",665489,607192,,ball,,,,,14,Ball,W,R,R,LAD,TOR,B,,,2,0,2025,0.18,0.72,1.35,0.75,,,,0,4,Top,,,,,,,7.850224958778146,-132.87637082718183,-8.48713679210086,0.6232468140452609,26.722698432078264,-21.9832772106388,3.74,1.6,,,,93.6,2445,7.5,813032,669257,518692,669242,571970,605141,571771,681624,606192,53.02,,,,,,,,25,3,Slider,2,0,0,2,0,2,0,2,Strategic,Standard,202,0.009,0.152,,,,-0.152,,2,-2,0.7292064019858161,0.2707935980141839,31,26,32,26,2,1,11,2,4.0,1.0,2.0,-0.18,-0.18,49.9,,,,,
87,SI,2025-10-27,95.6,-1.61,5.82,"Guerrero Jr., Vladimir",665489,607192,,ball,,,,,11,Ball,W,R,R,LAD,TOR,B,,,1,0,2025,-0.99,1.14,-0.57,4.62,,,,0,4,Top,,,,,,,5.133721924614886,-139.12639975432313,-0.0604460693364635,-14.07717882790177,32.69056989632763,-17.59562702044042,3.68,1.6,,,,97.7,2260,7.6,813032,669257,518692,669242,571970,605141,571771,681624,606192,52.9,,,,,,,,25,2,Sinker,2,0,0,2,0,2,0,2,Standard,Standard,196,0.009,0.077,,,,-0.077,,2,-2,0.7292064019858161,0.2707935980141839,31,26,32,26,2,1,11,2,4.0,1.0,1.36,0.99,0.99,53.1,,,,,
88,SI,2025-10-27,95.8,-1.63,5.77,"Guerrero Jr., Vladimir",665489,607192,,ball,,,,,14,Ball,W,R,R,LAD,TOR,B,,,0,0,2025,-1.11,1.06,1.57,2.1,,,,0,4,Top,,,,,,,11.293260667275934,-138.9727934411598,-6.616968595729777,-16.95362340372067,31.31008966249201,-17.09360375615266,3.73,1.6,,,,98.3,2479,7.9,813032,669257,518692,669242,571970,605141,571771,681624,606192,52.6,,,,,,,,25,1,Sinker,2,0,0,2,0,2,0,2,Standard,Standard,192,0.009,0.041,,,,-0.041,,2,-2,0.7292064019858161,0.2707935980141839,31,26,32,26,2,1,11,2,4.0,1.0,1.44,1.11,1.11,53.0,,,,,
89,FF,2025-10-27,98.4,-1.55,5.65,"Guerrero Jr., Vladimir",665489,694361,single,hit_into_play,,,,,8,Vladimir Guerrero Jr. singles on a ground ball to second baseman Miguel Rojas.,W,R,R,LAD,TOR,X,4.0,ground_ball,0,2,2025,-0.66,1.54,-0.12,1.94,,,,2,15,Top,124.64,131.3,,,,,5.450350027257267,-142.93275638488933,-8.19267291660985,-10.322540755348037,35.0053603788802,-9.37241319397696,3.63,1.6,19.0,86.9,-5.0,99.0,2175,6.9,813032,669257,518692,500743,571970,605141,669743,669242,606192,53.63,0.174,0.149,0.9,1.0,1.0,0.0,2.0,128,3,4-Seam Fastball,5,5,5,5,5,5,5,5,Standard,Strategic,215,-0.035,0.425,80.1,7.4,0.204,-0.425,88.0,0,0,0.6045452657050412,0.3954547342949588,25,26,26,26,1,7,3,2,,1.0,0.84,0.66,0.66,47.3,-10.129399251221384,2.312397334347463,40.19384036941921,33.26301385416466,25.239688028704816
90,CU,2025-10-27,86.1,-1.56,5.85,"Guerrero Jr., Vladimir",665489,694361,,called_strike,,,,,1,Called Strike,W,R,R,LAD,TOR,S,,,0,1,2025,0.6,-1.15,-0.39,3.56,,,,2,15,Top,,,,,,,1.5406680716454286,-125.2594670266913,3.166738166712029,5.928079331328491,27.47659656117148,-45.0874777077093,3.73,1.6,,,,85.6,2471,6.2,813032,669257,518692,500743,571970,605141,669743,669242,606192,54.34,,,,,,,,128,2,Curveball,5,5,5,5,5,5,5,5,Standard,Strategic,21,-0.003,-0.057,,,,0.057,,0,0,0.6045452657050412,0.3954547342949588,25,26,26,26,1,7,3,2,,1.0,4.24,-0.6,-0.6,56.9,,,,,
91,FF,2025-10-27,94.6,-0.87,5.47,"Guerrero Jr., Vladimir",665489,686218,field_out,hit_into_play,,,,,6,Vladimir Guerrero Jr. flies out to center fielder Andy Pages.,W,R,R,LAD,TOR,X,8.0,fly_ball,1,1,2025,-0.92,1.53,0.71,2.49,,,,0,11,Top,133.4,68.48,,,,,6.206211230977901,-137.54968032845107,-5.499853352607446,-13.127396596168229,33.09417230619219,-11.710744623984391,3.63,1.6,324.0,96.6,36.0,95.0,2469,6.7,813032,669257,518692,669242,571970,605141,571771,681624,606192,53.76,0.143,0.266,0.0,1.0,0.0,0.0,3.0,91,3,4-Seam Fastball,5,5,5,5,5,5,5,5,Standard,Strategic,208,0.058,-0.251,84.3,8.3,0.508,0.251,96.6,0,0,0.5,0.5,25,26,26,26,1,5,3,2,5.0,1.0,1.04,0.92,0.92,38.0,6.293991236379293,-15.135468958889165,26.54575023153311,42.76147795489235,38.42336619063239
92,FF,2025-10-27,98.7,-1.64,5.71,"Guerrero Jr., Vladimir",665489,694361,,swinging_strike,,,,,11,Swinging Strike,W,R,R,LAD,TOR,S,,,0,0,2025,-0.69,1.56,-0.52,3.79,,,,2,15,Top,,,,,,,4.694147514081182,-143.52161035730725,-3.367373647352431,-10.599926423611317,36.909290792031626,-10.121713923260977,3.63,1.6,,,,99.1,2281,6.8,813032,669257,518692,500743,571970,605141,669743,669242,606192,53.69,,,,,,,,128,1,4-Seam Fastball,5,5,5,5,5,5,5,5,Standard,Strategic,217,-0.003,-0.043,71.9,6.2,,0.043,,0,0,0.6045452657050412,0.3954547342949588,25,26,26,26,1,7,3,2,,1.0,0.8,0.69,0.69,47.6,-4.238337638801532,18.05072165574745,25.068398129713493,30.55445121344492,19.54689000735883
93,SL,2025-10-27,89.8,-1.13,5.18,"Guerrero Jr., Vladimir",665489,686218,,ball,,,,,14,Ball,W,R,R,LAD,TOR,B,,,0,1,2025,0.47,0.76,2.28,1.55,,,,0,11,Top,,,,,,,7.497842846065111,-130.51931292115336,-4.625211597003659,3.837494324502623,27.245540013972757,-22.713028206008264,3.67,1.6,,,,90.3,2420,6.6,813032,669257,518692,669242,571970,605141,571771,681624,606192,53.86,,,,,,,,91,2,Slider,5,5,5,5,5,5,5,5,Standard,Strategic,201,0.0,0.031,,,,-0.031,,0,0,0.5,0.5,25,26,26,26,1,5,3,2,5.0,1.0,2.07,-0.47,-0.47,30.5,,,,,
94,FF,2025-10-27,98.1,-2.2,6.07,"Guerrero Jr., Vladimir",665489,808963,field_out,hit_into_play,,,,,4,Vladimir Guerrero Jr. flies out to right fielder Teoscar Hernández.,W,R,R,LAD,TOR,X,9.0,fly_ball,1,1,2025,-0.62,1.26,-0.38,2.76,,,,0,9,Top,172.63,81.62,,,,,6.4753488773481385,-142.6200358730867,-6.444247793201986,-10.050021544089176,35.458085214118995,-13.657783080578412,3.63,1.6,314.0,92.1,31.0,99.5,2092,7.3,813032,669257,518692,669242,571970,605141,571771,681624,606192,53.19,0.08,0.125,0.0,1.0,0.0,0.0,3.0,74,3,4-Seam Fastball,5,5,5,5,5,5,5,5,Standard,Standard,223,0.058,-0.251,77.7,7.2,0.224,0.251,92.1,0,0,0.5,0.5,23,26,24,26,1,4,10,2,4.0,1.0,1.13,0.62,0.62,42.1,-1.4889470679292378,-1.626919446180786,32.080558368179986,31.256926744468025,29.69536387703464
95,CU,2025-10-27,78.2,-0.78,5.5,"Guerrero Jr., Vladimir",665489,686218,,called_strike,,,,,6,Called Strike,W,R,R,LAD,TOR,S,,,0,0,2025,0.75,-1.36,0.71,2.98,,,,0,11,Top,,,,,,,1.8381291277435392,-113.688218403992,4.110407941301553,6.043656614725354,24.07858895403684,-44.96189996832693,3.71,1.6,,,,78.0,2670,6.6,813032,669257,518692,669242,571970,605141,571771,681624,606192,53.91,,,,,,,,91,1,Curveball,5,5,5,5,5,5,5,5,Standard,Strategic,39,0.0,-0.039,,,,0.039,,0,0,0.5,0.5,25,26,26,26,1,5,3,2,5.0,1.0,5.14,-0.75,-0.75,42.0,,,,,
96,FS,2025-10-27,86.7,-2.12,6.12,"Guerrero Jr., Vladimir",665489,808963,,called_strike,,,,,7,Called Strike,W,R,R,LAD,TOR,S,,,1,0,2025,-0.48,-0.16,-0.82,1.92,,,,0,9,Top,,,,,,,4.160643237647854,-126.1699101094157,-3.480429722656181,-6.059090878906398,29.063694858256643,-33.25350477395335,3.76,1.6,,,,87.5,661,7.1,813032,669257,518692,669242,571970,605141,571771,681624,606192,53.42,,,,,,,,74,2,Split-Finger,5,5,5,5,5,5,5,5,Standard,Standard,298,0.0,-0.05,,,,0.05,,0,0,0.5,0.5,23,26,24,26,1,4,10,2,4.0,1.0,3.22,0.48,0.48,46.5,,,,,
97,CU,2025-10-27,81.7,-1.47,5.98,"Guerrero Jr., Vladimir",665489,607192,field_out,hit_into_play,,,,,2,Vladimir Guerrero Jr. flies out to right fielder Teoscar Hernández.,W,R,R,LAD,TOR,X,9.0,fly_ball,1,1,2025,0.64,-1.08,0.22,3.58,,,,2,1,Top,181.53,99.21,,,,,2.6113847515118707,-118.84509173841792,3.3885547952252617,5.521102582593149,24.493473633038214,-43.32740338586971,3.63,1.6,284.0,87.6,39.0,82.7,2642,7.1,813032,669257,518692,669242,571970,605141,571771,681624,606192,53.38,0.011,0.014,0.0,1.0,0.0,0.0,3.0,3,3,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,19,0.009,-0.244,70.4,6.3,0.02,0.244,88.0,0,0,0.5379144392653283,0.4620855607346716,31,26,32,26,1,0,11,2,4.0,1.0,4.52,-0.64,-0.64,59.4,-4.476082753940405,15.97055397878466,16.119257252865903,36.73236399216525,27.965783896771534
98,FF,2025-10-27,98.6,-2.1,6.09,"Guerrero Jr., Vladimir",665489,808963,,ball,,,,,13,Ball,W,R,R,LAD,TOR,B,,,0,0,2025,-0.79,1.16,-0.6,1.49,,,,0,9,Top,,,,,,,6.022895145555995,-143.20016881265738,-9.843898855055446,-12.334503477146477,35.43416405057698,-14.081336997981706,3.75,1.81,,,,99.8,2076,7.2,813032,669257,518692,669242,571970,605141,571771,681624,606192,53.3,,,,,,,,74,1,4-Seam Fastball,5,5,5,5,5,5,5,5,Standard,Standard,224,0.0,0.041,,,,-0.041,,0,0,0.5,0.5,23,26,24,26,1,4,10,2,4.0,1.0,1.21,0.79,0.79,40.2,,,,,
99,CU,2025-10-27,81.1,-1.41,6.02,"Guerrero Jr., Vladimir",665489,607192,,foul,,,,,14,Foul,W,R,R,LAD,TOR,S,,,1,0,2025,0.49,-1.42,1.05,2.08,,,,2,1,Top,,,,,,,4.676666725312645,-117.98594958998817,0.6692664115683762,3.488918701371849,25.38695342581452,-45.691314970221946,3.63,1.6,3.0,80.6,-39.0,82.6,2762,7.6,813032,669257,518692,669242,571970,605141,571771,681624,606192,52.91,,,,,,,,3,2,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,22,-0.001,-0.054,74.3,8.1,,0.054,88.0,0,0,0.5379144392653283,0.4620855607346716,31,26,32,26,1,0,11,2,4.0,1.0,4.92,-0.49,-0.49,54.4,3.8171755230140616,-16.81212889971818,21.28011533515328,45.75317109538635,45.60194294103162
100,CU,2025-10-27,82.0,-1.32,5.98,"Guerrero Jr., Vladimir",665489,607192,,ball,,,,,14,Ball,W,R,R,LAD,TOR,B,,,0,0,2025,0.51,-1.39,1.09,0.86,,,,2,1,Top,,,,,,,4.581670727276991,-119.33852744237028,-2.2621250434969578,3.779864916319009,26.22273379992646,-45.08839857689944,3.63,1.58,,,,83.4,2818,7.6,813032,669257,518692,669242,571970,605141,571771,681624,606192,52.95,,,,,,,,3,1,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,17,-0.001,0.037,,,,-0.037,,0,0,0.5379144392653283,0.4620855607346716,31,26,32,26,1,0,11,2,4.0,1.0,4.82,-0.51,-0.51,57.9,,,,,
101,SL,2025-10-27,88.6,-1.86,5.88,"Guerrero Jr., Vladimir",665489,683618,field_out,hit_into_play,,,,,4,"Vladimir Guerrero Jr. grounds out, shortstop Mookie Betts to first baseman Freddie Freeman.",W,R,R,LAD,TOR,X,6.0,ground_ball,2,2,2025,0.42,-0.16,-0.37,2.45,,,,0,13,Top,103.35,157.16,,,,,2.786476157587433,-129.07581206160685,-2.0051479713838765,4.094760647835599,27.37904261958649,-33.71029019879646,3.63,1.6,46.0,83.5,1.0,89.1,2794,6.6,813032,669257,518692,669242,571970,605141,571771,681624,606192,53.91,0.217,0.191,0.0,1.0,0.0,0.0,2.0,108,5,Slider,5,5,5,5,5,5,5,5,Standard,Standard,97,0.058,-0.232,79.3,6.8,0.26,0.232,88.0,0,0,0.5,0.5,23,26,23,26,1,6,27,2,2.0,1.0,3.06,-0.42,-0.42,39.6,-13.136526266549172,5.698680162035459,28.55204819951433,30.493057223787588,29.326067647120706
102,CU,2025-10-27,82.6,-1.87,6.08,"Guerrero Jr., Vladimir",665489,683618,,foul,,,,,3,Foul,W,R,R,LAD,TOR,S,,,2,1,2025,0.8,-0.7,0.35,3.41,,,,0,13,Top,,,,,,,3.51733567050237,-120.25657409173388,1.8551720928163309,7.041864631514201,24.86227834359881,-39.5231915074898,3.63,1.6,7.0,76.8,-27.0,82.9,2727,6.6,813032,669257,518692,669242,571970,605141,571771,681624,606192,53.86,,,,,,,,108,4,Curveball,5,5,5,5,5,5,5,5,Standard,Standard,52,0.0,-0.073,79.4,7.9,,0.073,88.0,0,0,0.5,0.5,23,26,23,26,1,6,27,2,2.0,1.0,4.05,-0.8,-0.8,44.6,10.960639569246055,-21.87543853584574,13.676482029850703,38.75384834814395,43.820544219992726
103,FC,2025-10-27,91.0,-2.84,6.27,"Guerrero Jr., Vladimir",665489,595014,single,hit_into_play,,,,,12,Vladimir Guerrero Jr. singles on a ground ball to center fielder Andy Pages.,W,R,R,LAD,TOR,X,8.0,ground_ball,1,1,2025,0.01,0.77,1.34,2.69,,,,2,7,Top,116.77,100.52,,,,,10.317847961077511,-132.14437294813973,-4.695654377319736,-1.94413349904658,26.42012078536761,-22.338369345492787,3.63,1.6,124.0,87.4,6.0,90.0,2607,5.7,813032,669257,518692,669242,571970,605141,571771,681624,606192,54.84,0.437,0.402,0.9,1.0,1.0,0.0,4.0,56,3,Cutter,4,4,4,4,4,4,4,4,Standard,Standard,208,-0.023,0.342,67.1,8.2,0.473,-0.342,88.0,0,0,0.5681001633995088,0.4318998366004912,37,26,37,26,1,3,10,2,1.0,1.0,1.98,-0.01,-0.01,32.8,7.431893970024005,-3.738677633132693,17.969200108631306,51.14212731738033,34.67577113511035
104,SI,2025-10-27,101.1,-1.99,5.84,"Guerrero Jr., Vladimir",665489,683618,,ball,,,,,11,Ball,W,R,R,LAD,TOR,B,,,1,1,2025,-1.26,1.19,-0.11,4.03,,,,0,13,Top,,,,,,,8.26368929322085,-146.9635947499407,-2.52537062894771,-20.29608788534208,37.54115000868156,-14.561204719681498,3.66,1.6,,,,101.1,2604,6.5,813032,669257,518692,669242,571970,605141,571771,681624,606192,53.96,,,,,,,,108,3,Sinker,5,5,5,5,5,5,5,5,Standard,Standard,212,0.0,0.055,,,,-0.055,,0,0,0.5,0.5,23,26,23,26,1,6,27,2,2.0,1.0,1.06,1.26,1.26,36.7,,,,,
105,SI,2025-10-27,100.6,-2.02,5.74,"Guerrero Jr., Vladimir",665489,683618,,ball,,,,,11,Ball,W,R,R,LAD,TOR,B,,,0,1,2025,-1.18,1.16,-0.36,4.22,,,,0,13,Top,,,,,,,7.476141656025554,-146.32313130040365,-1.5957394089394026,-18.815107629087585,37.2658439045863,-15.41385984371973,3.65,1.6,,,,101.0,2526,6.7,813032,669257,518692,669242,571970,605141,571771,681624,606192,53.77,,,,,,,,108,2,Sinker,5,5,5,5,5,5,5,5,Standard,Standard,213,0.0,0.031,,,,-0.031,,0,0,0.5,0.5,23,26,23,26,1,6,27,2,2.0,1.0,1.11,1.18,1.18,35.4,,,,,
106,ST,2025-10-27,84.7,-3.19,6.14,"Guerrero Jr., Vladimir",665489,595014,,called_strike,,,,,8,Called Strike,W,R,R,LAD,TOR,S,,,1,0,2025,0.7,0.06,0.17,2.15,,,,2,7,Top,,,,,,,6.365791175543523,-123.22514722611515,-3.031970380293584,5.700515762487703,26.67177633234039,-31.118378986612207,3.65,1.6,,,,83.5,2557,5.7,813032,669257,518692,669242,571970,605141,571771,681624,606192,54.81,,,,,,,,56,2,Sweeper,4,4,4,4,4,4,4,4,Standard,Standard,50,-0.001,-0.054,,,,0.054,,0,0,0.5681001633995088,0.4318998366004912,37,26,37,26,1,3,10,2,1.0,1.0,3.14,-0.7,-0.7,29.7,,,,,
107,FC,2025-10-27,92.2,-2.9,6.23,"Guerrero Jr., Vladimir",665489,595014,,ball,,,,,12,Ball,W,R,R,LAD,TOR,B,,,0,0,2025,0.11,0.72,0.57,4.41,,,,2,7,Top,,,,,,,8.46731886195244,-134.03644862758193,-0.3713048925083004,-0.4400056051015046,27.782299150790305,-23.54253548021521,3.72,1.6,,,,91.2,2506,5.6,813032,669257,518692,669242,571970,605141,571771,681624,606192,54.85,,,,,,,,56,1,Cutter,4,4,4,4,4,4,4,4,Standard,Standard,208,-0.001,0.037,,,,-0.037,,0,0,0.5681001633995088,0.4318998366004912,37,26,37,26,1,3,10,2,1.0,1.0,1.95,-0.11,-0.11,32.7,,,,,
108,CU,2025-10-27,82.8,-1.82,6.08,"Guerrero Jr., Vladimir",665489,683618,,called_strike,,,,,5,Called Strike,W,R,R,LAD,TOR,S,,,0,0,2025,0.67,-0.53,-0.14,2.52,,,,0,13,Top,,,,,,,2.540888062304636,-120.53915595766804,-0.5566842731014936,5.90530266725081,25.894706920447295,-37.43227643171852,3.7,1.61,,,,82.9,2692,6.6,813032,669257,518692,669242,571970,605141,571771,681624,606192,53.92,,,,,,,,108,1,Curveball,5,5,5,5,5,5,5,5,Standard,Standard,47,0.0,-0.039,,,,0.039,,0,0,0.5,0.5,23,26,23,26,1,6,27,2,2.0,1.0,3.88,-0.67,-0.67,44.3,,,,,
