,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
247,FF,2025-10-08,98.9,-1.52,6.41,"Guerrero Jr., Vladimir",665489,693645,field_out,hit_into_play,,,,,13,"Vladimir Guerrero Jr. grounds out, third baseman Ryan McMahon to first baseman Paul Goldschmidt.",D,R,R,NYY,TOR,X,5.0,ground_ball,2,1,2025,-0.8,1.2,-0.13,1.39,,,,2,3,Top,104.18,158.27,,,,,5.654224199198072,-143.59476811736036,-11.02463644723059,-12.36142638254823,33.68100201419623,-13.121722771823167,3.69,1.69,6.0,108.3,-13.0,98.7,2340,6.3,813060,669224,502671,665862,641857,683011,641355,663757,592450,54.15,0.283,0.249,0.0,1.0,0.0,0.0,2.0,20,4,4-Seam Fastball,0,1,1,0,1,0,1,0,Strategic,Standard,218,0.004,-0.296,81.6,8.2,0.298,0.296,108.3,-1,1,0.4260348898922586,0.5739651101077414,24,26,24,26,2,1,6,1,,4.0,1.14,0.8,0.8,40.0,-2.370120510775837,-6.29363091666458,38.94983106203868,33.8618372253882,32.9034108772948
248,SI,2025-10-08,97.9,-1.6,6.46,"Guerrero Jr., Vladimir",665489,693645,,ball,,,,,12,Ball,D,R,R,NYY,TOR,B,,,1,1,2025,-1.22,1.09,0.93,4.06,,,,2,3,Top,,,,,,,9.615134884584318,-142.24054673059928,-3.45280745315176,-18.818998000432064,32.633547893740115,-16.81475157034645,3.69,1.69,,,,97.7,2127,6.3,813060,669224,502671,665862,641857,683011,641355,663757,592450,54.24,,,,,,,,20,3,Sinker,0,1,1,0,1,0,1,0,Strategic,Standard,206,-0.006,0.053,,,,-0.053,,-1,1,0.4260348898922586,0.5739651101077414,24,26,24,26,2,1,6,1,,4.0,1.3,1.22,1.22,40.9,,,,,
249,SI,2025-10-08,97.9,-1.66,6.35,"Guerrero Jr., Vladimir",665489,693645,,ball,,,,,11,Ball,D,R,R,NYY,TOR,B,,,0,1,2025,-1.17,1.09,-0.08,4.62,,,,2,3,Top,,,,,,,6.986830895732703,-142.3776567750217,-1.6661909813689897,-17.542362631075417,34.727238766212224,-17.238715934163903,3.7,1.69,,,,97.9,2153,6.4,813060,669224,502671,665862,641857,683011,641355,663757,592450,54.06,,,,,,,,20,2,Sinker,0,1,1,0,1,0,1,0,Strategic,Standard,206,-0.006,0.027,,,,-0.027,,-1,1,0.4260348898922586,0.5739651101077414,24,26,24,26,2,1,6,1,,4.0,1.3,1.17,1.17,39.4,,,,,
250,FF,2025-10-08,99.5,-1.66,6.36,"Guerrero Jr., Vladimir",665489,693645,,called_strike,,,,,5,Called Strike,D,R,R,NYY,TOR,S,,,0,0,2025,-0.76,1.18,0.03,2.26,,,,2,3,Top,,,,,,,6.415740773382275,-144.52094984756508,-8.601730930499473,-12.119775229091983,33.9613615093682,-13.854391185492071,3.72,1.56,,,,99.5,2376,6.4,813060,669224,502671,665862,641857,683011,641355,663757,592450,54.07,,,,,,,,20,1,4-Seam Fastball,0,1,1,0,1,0,1,0,Strategic,Standard,218,-0.006,-0.043,,,,0.043,,-1,1,0.4260348898922586,0.5739651101077414,24,26,24,26,2,1,6,1,,4.0,1.14,0.76,0.76,38.8,,,,,
251,CH,2025-10-08,85.6,-2.59,5.08,"Guerrero Jr., Vladimir",665489,642207,walk,ball,,,,,13,Vladimir Guerrero Jr. walks. Nathan Lukes to 2nd.,D,R,R,NYY,TOR,B,,,3,2,2025,-1.76,-0.47,-0.4,0.94,,,664770.0,2,7,Top,,,,,,,8.81962000709657,-124.16370655374456,-2.450856760540137,-20.03913838795225,28.480043595712026,-36.6003989503052,3.65,1.48,,,,86.0,2531,7.1,813060,669224,502671,665862,641857,683011,641355,663757,592450,53.43,,0.691497,0.7,1.0,0.0,0.0,,53,6,Changeup,1,4,4,1,4,1,4,1,Strategic,Standard,279,-0.017,0.24,,,,-0.24,,-3,3,0.1178718980078297,0.8821281019921703,30,26,31,26,1,3,1,1,,4.0,3.63,1.76,1.76,10.7,,,,,
252,CH,2025-10-08,84.5,-2.53,5.15,"Guerrero Jr., Vladimir",665489,642207,,ball,,,,,13,Ball,D,R,R,NYY,TOR,B,,,2,2,2025,-1.58,-0.58,-0.96,1.81,,,664770.0,2,7,Top,,,,,,,6.924291660101765,-122.82256292564976,-0.1476494146706766,-17.35089577817133,26.888505550865148,-38.24009380488366,3.64,1.54,,,,85.4,2651,7.1,813060,669224,502671,665862,641857,683011,641355,663757,592450,53.35,,,,,,,,53,5,Changeup,1,4,4,1,4,1,4,1,Strategic,Standard,280,-0.01,0.079,,,,-0.079,,-3,3,0.1178718980078297,0.8821281019921703,30,26,31,26,1,3,1,1,,4.0,3.81,1.58,1.58,12.3,,,,,
253,CH,2025-10-08,84.6,-2.59,5.12,"Guerrero Jr., Vladimir",665489,642207,,ball,,,,,13,Ball,D,R,R,NYY,TOR,B,,,1,2,2025,-1.66,-0.53,-0.74,0.82,,,664770.0,2,7,Top,,,,,,,7.750321096196204,-122.85212103008222,-2.531458745608948,-18.39511583143918,27.911795935737334,-37.09607465723554,3.71,1.64,,,,85.2,2670,7.1,813060,669224,502671,665862,641857,683011,641355,663757,592450,53.4,,,,,,,,53,4,Changeup,1,4,4,1,4,1,4,1,Strategic,Standard,282,-0.01,0.033,,,,-0.033,,-3,3,0.1178718980078297,0.8821281019921703,30,26,31,26,1,3,1,1,,4.0,3.76,1.66,1.66,10.2,,,,,
254,FS,2025-10-08,92.4,-1.72,6.0,"Guerrero Jr., Vladimir",665489,670280,field_out,hit_into_play,,,,,4,"Vladimir Guerrero Jr. grounds out, third baseman Amed Rosario to first baseman Ben Rice.",D,R,R,NYY,TOR,X,5.0,ground_ball,1,2,2025,-0.73,0.62,-0.33,2.45,,664770.0,,0,9,Top,108.74,168.91,,,,,5.123967878196405,-134.45230325008052,-4.5425473045113725,-9.943179103419864,31.541732699233176,-23.814181157477645,3.69,1.69,7.0,89.0,-20.0,92.3,1804,6.4,813060,669224,700250,665862,642708,683011,641355,663757,592450,54.07,0.086,0.072,0.0,1.0,0.0,0.0,2.0,73,4,Split-Finger,1,5,5,1,5,1,5,1,Standard,Standard,215,0.001,-0.128,80.1,7.5,0.101,0.128,89.0,-4,4,0.0105199311641592,0.9894800688358408,30,26,31,26,1,4,1,1,,4.0,2.06,0.73,0.73,44.9,-2.84047969191158,0.2284691336001867,29.529035325885065,32.00900130974195,33.84196553541845
255,FF,2025-10-08,94.8,-2.51,5.36,"Guerrero Jr., Vladimir",665489,642207,,foul,,,,,3,Foul,D,R,R,NYY,TOR,S,,,1,1,2025,-1.31,1.11,0.4,3.11,,,664770.0,2,7,Top,,,,,,,10.798666397937762,-137.51283899283382,-2.6032291696408496,-19.19805496903308,34.96974394943178,-17.856836153302908,3.69,1.69,266.0,94.5,20.0,96.2,2292,7.6,813060,669224,502671,665862,641857,683011,641355,663757,592450,52.92,,,,,,,,53,3,4-Seam Fastball,1,4,4,1,4,1,4,1,Strategic,Standard,237,-0.01,-0.073,71.0,6.5,,0.073,94.5,-3,3,0.1178718980078297,0.8821281019921703,30,26,31,26,1,3,1,1,,4.0,1.48,1.31,1.31,21.9,-16.014887972469996,23.76687075664033,26.31099972692007,40.653787878255216,20.752123155408253
256,FS,2025-10-08,93.9,-1.59,6.02,"Guerrero Jr., Vladimir",665489,670280,,blocked_ball,,,,,14,Ball In Dirt,D,R,R,NYY,TOR,B,,,0,2,2025,-1.26,0.88,0.72,0.62,,664770.0,,0,9,Top,,,,,,,8.77007559111729,-136.1523028112786,-10.21519014975032,-17.598119965939688,28.642265226923318,-19.109769732726196,3.69,1.51,,,,94.1,1991,6.5,813060,669224,700250,665862,642708,683011,641355,663757,592450,54.01,,,,,,,,73,3,Split-Finger,1,5,5,1,5,1,5,1,Standard,Standard,214,-0.002,0.017,,,,-0.017,,-4,4,0.0105199311641592,0.9894800688358408,30,26,31,26,1,4,1,1,,4.0,1.71,1.26,1.26,41.1,,,,,
257,CH,2025-10-08,84.3,-2.61,5.14,"Guerrero Jr., Vladimir",665489,642207,,ball,,,,,14,Ball,D,R,R,NYY,TOR,B,,,0,1,2025,-1.79,-0.07,1.44,1.06,,,664770.0,2,7,Top,,,,,,,13.14668949836012,-122.01192436465716,-2.9024034477139624,-20.607685304187093,25.769604947658788,-32.42582767068166,3.66,1.48,,,,85.1,2480,7.3,813060,669224,502671,665862,641857,683011,641355,663757,592450,53.24,,,,,,,,53,2,Changeup,1,4,4,1,4,1,4,1,Strategic,Standard,276,-0.01,0.027,,,,-0.027,,-3,3,0.1178718980078297,0.8821281019921703,30,26,31,26,1,3,1,1,,4.0,3.33,1.79,1.79,15.1,,,,,
258,CU,2025-10-08,77.7,-1.72,5.98,"Guerrero Jr., Vladimir",665489,670280,,swinging_strike,,,,,12,Swinging Strike,D,R,R,NYY,TOR,S,,,0,1,2025,0.89,-0.73,1.29,2.71,,664770.0,,0,9,Top,,,,,,,4.79024968531772,-112.94804509079012,1.3202443083523436,6.61204891887031,22.559141393932805,-38.89446004281658,3.69,1.69,,,,77.1,2433,6.1,813060,669224,700250,665862,642708,683011,641355,663757,592450,54.35,,,,,,,,73,2,Curveball,1,5,5,1,5,1,5,1,Standard,Standard,48,-0.002,-0.071,75.7,8.5,,0.071,,-4,4,0.0105199311641592,0.9894800688358408,30,26,31,26,1,4,1,1,,4.0,4.54,-0.89,-0.89,37.4,11.983301283800133,-25.43795163186332,16.604837094254663,48.95703125919038,54.24027988373611
259,CH,2025-10-08,84.0,-2.61,5.19,"Guerrero Jr., Vladimir",665489,642207,,foul,,,,,7,Foul,D,R,R,NYY,TOR,S,,,0,0,2025,-1.83,-0.5,-0.5,1.79,,,664770.0,2,7,Top,,,,,,,8.627921489886436,-121.86812283766044,-0.2749180901778839,-20.03857669232847,30.02486468887145,-37.233822728871885,3.69,1.69,3.0,66.8,-33.0,83.9,2653,7.0,813060,669224,502671,665862,641857,683011,641355,663757,592450,53.52,,,,,,,,53,1,Changeup,1,4,4,1,4,1,4,1,Strategic,Standard,279,-0.01,-0.042,81.9,8.7,,0.042,88.0,-3,3,0.1178718980078297,0.8821281019921703,30,26,31,26,1,3,1,1,,4.0,3.81,1.83,1.83,12.9,17.00354715497039,-33.7134628941535,28.47266850425878,30.124802694274457,57.3322156302996
260,CU,2025-10-08,76.9,-1.75,5.99,"Guerrero Jr., Vladimir",665489,670280,,called_strike,,,,,9,Called Strike,D,R,R,NYY,TOR,S,,,0,0,2025,0.81,-0.9,0.49,2.12,,664770.0,,0,9,Top,,,,,,,3.263884221482866,-111.87681210891834,0.4954372034694074,6.075464196861652,22.783441756082624,-40.00143651738753,3.62,1.69,,,,76.2,2540,6.1,813060,669224,700250,665862,642708,683011,641355,663757,592450,54.44,,,,,,,,73,1,Curveball,1,5,5,1,5,1,5,1,Standard,Standard,44,-0.002,-0.043,,,,0.043,,-4,4,0.0105199311641592,0.9894800688358408,30,26,31,26,1,4,1,1,,4.0,4.8,-0.81,-0.81,41.1,,,,,
261,FC,2025-10-08,92.8,-1.78,6.4,"Guerrero Jr., Vladimir",665489,693645,single,hit_into_play,,,,,12,Vladimir Guerrero Jr. singles on a line drive to right fielder Aaron Judge. George Springer scores.,D,R,R,NYY,TOR,X,9.0,line_drive,0,2,2025,0.52,0.46,1.01,2.81,,543807.0,,1,1,Top,193.88,130.4,,,,,6.000964338974847,-135.08500148313013,-4.439286695794341,5.226301857848912,27.66195158390688,-25.8044256912724,3.69,1.69,180.0,102.4,6.0,93.0,2518,6.2,813060,669224,502671,665862,641857,683011,641355,663757,592450,54.26,0.651,0.621,0.9,1.0,1.0,0.0,4.0,3,3,Cutter,0,0,0,0,1,0,1,0,Strategic,Standard,152,-0.084,0.629,70.9,6.8,0.753,-0.629,102.4,0,0,0.4812505520201492,0.5187494479798508,24,26,24,26,1,0,6,1,,4.0,2.17,-0.52,-0.52,41.7,-11.370250614455252,24.548849320622686,22.517030017152926,46.317422362682336,18.608470962507425
262,FC,2025-10-08,93.2,-1.94,6.29,"Guerrero Jr., Vladimir",665489,693645,,foul_tip,,,,,14,Foul Tip,D,R,R,NYY,TOR,S,,,0,1,2025,0.29,0.66,1.18,2.42,,543807.0,,1,1,Top,,,,,,,7.415886306542875,-135.50097206263538,-5.63849608376726,1.8951488895242337,29.911509171180224,-22.95891321179992,3.69,1.69,,,,93.4,2509,6.5,813060,669224,502671,665862,641857,683011,641355,663757,592450,54.01,,,,,,,,3,2,Cutter,0,0,0,0,0,0,0,0,Strategic,Standard,163,0.0,-0.052,76.1,7.8,,0.052,,0,0,0.4812505520201492,0.5187494479798508,24,26,24,26,1,0,6,1,,4.0,1.97,-0.29,-0.29,37.7,-5.425033857619794,4.83756514308438,27.4543719824466,48.160569078472406,28.899063067204576
263,FF,2025-10-08,97.4,-1.61,6.46,"Guerrero Jr., Vladimir",665489,693645,,called_strike,,,,,3,Called Strike,D,R,R,NYY,TOR,S,,,0,0,2025,-0.46,1.39,0.38,3.42,,543807.0,,1,1,Top,,,,,,,6.417142881166932,-141.55117298515603,-5.800996475635985,-7.688879687563874,34.07703287071422,-12.297927062746192,3.76,1.69,,,,97.2,2313,6.4,813060,669224,502671,665862,641857,683011,641355,663757,592450,54.15,,,,,,,,3,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Strategic,Standard,207,0.0,-0.038,,,,0.038,,0,0,0.4812505520201492,0.5187494479798508,24,26,24,26,1,0,6,1,,4.0,1.02,0.46,0.46,41.6,,,,,
264,FF,2025-10-07,98.3,-1.54,6.02,"Guerrero Jr., Vladimir",665489,670280,field_out,hit_into_play,,,,,6,"Vladimir Guerrero Jr. grounds out, third baseman José Caballero to first baseman Paul Goldschmidt.",D,R,R,NYY,TOR,X,5.0,ground_ball,3,2,2025,-0.84,1.41,0.36,2.37,,,,2,9,Top,108.24,160.8,,,,,7.130279389397402,-142.80592799809136,-7.660458068715998,-13.160558238072891,36.17328567670697,-11.201551049932393,3.67,1.68,20.0,98.2,-6.0,98.3,2376,6.6,813061,669224,502671,665862,676609,683011,641355,663757,592450,53.89,0.277,0.241,0.0,1.0,0.0,0.0,2.0,80,7,4-Seam Fastball,9,6,6,9,6,9,6,9,Strategic,Standard,212,0.004,-0.328,80.3,8.1,0.298,0.328,98.2,3,-3,0.9962837250836992,0.0037162749163008,30,26,31,26,1,4,5,2,1.0,1.0,0.97,0.84,0.84,45.0,5.87090931845487,-11.890249387454077,25.36538814288229,40.64247353345458,37.5686850500492
265,FF,2025-10-07,98.0,-1.62,6.06,"Guerrero Jr., Vladimir",665489,670280,,foul,,,,,4,Foul,D,R,R,NYY,TOR,S,,,3,2,2025,-0.71,1.5,-0.75,2.93,,,,2,9,Top,,,,,,,4.028971436003346,-142.5069574982689,-6.423713279158148,-10.639134795333176,34.66879173716739,-10.43480373875496,3.67,1.68,,,,98.1,2459,6.5,813061,669224,502671,665862,676609,683011,641355,663757,592450,53.96,,,,,,,,80,6,4-Seam Fastball,9,6,6,9,6,9,6,9,Strategic,Standard,213,0.0,0.0,74.1,6.7,,0.0,,3,-3,0.9962837250836992,0.0037162749163008,30,26,31,26,1,4,5,2,1.0,1.0,0.89,0.71,0.71,39.1,-0.9964419824613912,0.2430933202532216,30.472424313458287,24.96444155345252,29.359088530223584
266,FF,2025-10-07,97.9,-1.53,6.01,"Guerrero Jr., Vladimir",665489,670280,,foul_tip,,,,,6,Foul Tip,D,R,R,NYY,TOR,S,,,3,1,2025,-0.43,1.65,0.71,2.81,,,,2,9,Top,,,,,,,7.051143483904832,-142.22355502525932,-6.920332687913312,-7.483422920884759,34.55764245405256,-8.365317446923399,3.67,1.68,,,,97.9,2603,6.5,813061,669224,502671,665862,676609,683011,641355,663757,592450,53.99,,,,,,,,80,5,4-Seam Fastball,9,6,6,9,6,9,6,9,Strategic,Standard,210,0.0,-0.086,83.1,7.7,,0.086,,3,-3,0.9962837250836992,0.0037162749163008,30,26,31,26,1,4,5,2,1.0,1.0,0.75,0.43,0.43,40.3,-3.712189366050998,-0.5029795554190388,23.126780069076325,42.87501693070216,29.004779315573188
267,FF,2025-10-07,94.8,-2.52,5.98,"Guerrero Jr., Vladimir",665489,518585,single,hit_into_play,,,,,4,Vladimir Guerrero Jr. singles on a sharp ground ball to left fielder Cody Bellinger.,D,R,R,NYY,TOR,X,7.0,ground_ball,1,0,2025,-0.52,1.25,-0.41,2.71,,,,2,4,Top,86.45,111.65,,,,,6.699789055395981,-137.8556566444117,-5.6972103794558,-8.096252307190024,31.827049785863224,-15.145067885039854,3.67,1.68,10.0,107.1,-15.0,95.1,2268,6.6,813061,669224,700250,665862,642708,683011,641355,663757,592450,53.89,0.206,0.191,0.9,1.0,1.0,0.0,2.0,37,2,4-Seam Fastball,3,6,6,3,6,3,6,3,Strategic,Standard,214,-0.019,0.288,79.5,7.4,0.206,-0.288,107.1,-3,3,0.2090986090297583,0.7909013909702416,35,26,35,26,1,2,3,2,,1.0,1.3,0.52,0.52,40.1,0.2929823491524963,-5.386574237204102,27.682828946195688,31.94664320064355,34.25105024970774
268,FF,2025-10-07,98.2,-1.74,5.9,"Guerrero Jr., Vladimir",665489,670280,,called_strike,,,,,5,Called Strike,D,R,R,NYY,TOR,S,,,3,0,2025,-0.61,1.56,-0.06,2.75,,,,2,9,Top,,,,,,,5.994523131240903,-142.75078660653568,-6.678715272779828,-9.762077252509378,33.98050166750129,-9.434958773667695,3.67,1.67,,,,98.4,2500,6.6,813061,669224,502671,665862,676609,683011,641355,663757,592450,53.94,,,,,,,,80,4,4-Seam Fastball,9,6,6,9,6,9,6,9,Strategic,Standard,218,0.0,-0.07,,,,0.07,,3,-3,0.9962837250836992,0.0037162749163008,30,26,31,26,1,4,5,2,1.0,1.0,0.81,0.61,0.61,35.8,,,,,
269,FF,2025-10-07,95.0,-2.39,5.96,"Guerrero Jr., Vladimir",665489,518585,,ball,,,,,14,Ball,D,R,R,NYY,TOR,B,,,0,0,2025,-0.45,1.38,0.19,0.2,,,,2,4,Top,,,,,,,7.802183260232483,-137.6051729299912,-12.511400635663833,-7.513029402423362,33.49929531907429,-11.837652117101644,3.67,1.69,,,,95.1,2332,6.8,813061,669224,700250,665862,642708,683011,641355,663757,592450,53.67,,,,,,,,37,1,4-Seam Fastball,3,6,6,3,6,3,6,3,Strategic,Standard,218,-0.012,0.037,,,,-0.037,,-3,3,0.2090986090297583,0.7909013909702416,35,26,35,26,1,2,3,2,,1.0,1.19,0.45,0.45,43.1,,,,,
270,CU,2025-10-07,77.5,-1.87,6.01,"Guerrero Jr., Vladimir",665489,670280,,ball,,,,,1,Ball,D,R,R,NYY,TOR,B,,,2,0,2025,0.66,-0.39,-0.41,3.64,,,,2,9,Top,,,,,,,1.8993788053116816,-112.75665365782103,2.5912488119588013,5.290089385310369,21.195384988796956,-36.18401570704437,3.52,1.76,,,,77.1,2427,6.1,813061,669224,502671,665862,676609,683011,641355,663757,592450,54.44,,,,,,,,80,3,Curveball,9,6,6,9,6,9,6,9,Strategic,Standard,55,0.0,0.121,,,,-0.121,,3,-3,0.9962837250836992,0.0037162749163008,30,26,31,26,1,4,5,2,1.0,1.0,4.19,-0.66,-0.66,36.9,,,,,
271,FF,2025-10-07,97.5,-1.47,6.04,"Guerrero Jr., Vladimir",665489,670280,,ball,,,,,14,Ball,D,R,R,NYY,TOR,B,,,1,0,2025,-0.63,1.66,1.59,1.09,,,,2,9,Top,,,,,,,9.698626682652744,-141.25295908240247,-11.57799129302863,-10.70441008078308,33.05399123864999,-7.419926235239023,3.67,1.73,,,,97.5,2447,6.6,813061,669224,502671,665862,676609,683011,641355,663757,592450,53.89,,,,,,,,80,2,4-Seam Fastball,9,6,6,9,6,9,6,9,Strategic,Standard,213,0.0,0.065,,,,-0.065,,3,-3,0.9962837250836992,0.0037162749163008,30,26,31,26,1,4,5,2,1.0,1.0,0.77,0.63,0.63,40.5,,,,,
272,FF,2025-10-07,98.0,-1.52,6.16,"Guerrero Jr., Vladimir",665489,670280,,ball,,,,,14,Ball,D,R,R,NYY,TOR,B,,,0,0,2025,-0.64,1.65,0.6,0.82,,,,2,9,Top,,,,,,,7.214795817887487,-142.04568778863947,-12.700776633615206,-10.379557383862794,33.89500759379457,-7.046457656352642,3.67,1.64,,,,97.8,2497,6.5,813061,669224,502671,665862,676609,683011,641355,663757,592450,54.01,,,,,,,,80,1,4-Seam Fastball,9,6,6,9,6,9,6,9,Strategic,Standard,207,0.0,0.037,,,,-0.037,,3,-3,0.9962837250836992,0.0037162749163008,30,26,31,26,1,4,5,2,1.0,1.0,0.75,0.64,0.64,44.6,,,,,
273,CH,2025-10-07,83.6,2.15,6.36,"Guerrero Jr., Vladimir",665489,607074,home_run,hit_into_play,,,,,6,Vladimir Guerrero Jr. homers (3) on a fly ball to center field. Davis Schneider scores.,D,R,L,NYY,TOR,X,,fly_ball,2,0,2025,1.2,0.44,0.53,2.54,,,676914.0,1,1,Top,89.03,30.14,,,,,-6.071032638506417,-121.58523678745448,-3.2666632178192114,13.100803270792568,22.665280511482877,-27.350956542573137,3.67,1.68,427.0,110.5,27.0,83.5,1500,6.2,813061,669224,700250,665862,641857,683011,641355,663757,592450,54.34,0.991,2.025,2.0,1.0,0.0,3.0,6.0,3,3,Changeup,0,0,0,0,2,0,2,0,Strategic,Standard,136,-0.175,1.362,85.1,7.9,3.965,-1.362,110.5,0,0,0.4975253340373624,0.5024746659626376,32,26,33,26,1,0,6,2,,1.0,2.81,1.2,-1.2,44.6,2.346198055966349,-6.888238955009393,26.86171867271382,39.99107181795064,40.23602200983166
274,FF,2025-10-07,92.3,1.91,6.49,"Guerrero Jr., Vladimir",665489,607074,,ball,,,,,11,Ball,D,R,L,NYY,TOR,B,,,1,0,2025,0.92,1.48,-1.34,3.21,,,676914.0,1,1,Top,,,,,,,-10.227052783000548,-133.89329150538376,-5.679269928158017,13.37101800644112,30.13943036545442,-13.270993862993766,3.67,1.7,,,,91.7,2337,6.2,813061,669224,700250,665862,641857,683011,641355,663757,592450,54.28,,,,,,,,3,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Strategic,Standard,144,-0.001,0.068,,,,-0.068,,0,0,0.4975253340373624,0.5024746659626376,32,26,33,26,1,0,6,2,,1.0,1.22,0.92,-0.92,49.0,,,,,
275,FF,2025-10-07,93.5,2.1,6.44,"Guerrero Jr., Vladimir",665489,607074,,ball,,,,,14,Ball,D,R,L,NYY,TOR,B,,,0,0,2025,0.98,1.27,1.33,2.71,,,676914.0,1,1,Top,,,,,,,-4.141336671926539,-135.99123770903765,-6.640706984628547,13.047692342359836,30.963757659402276,-15.16312263835447,3.67,1.85,,,,93.1,2339,6.2,813061,669224,700250,665862,641857,683011,641355,663757,592450,54.31,,,,,,,,3,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Strategic,Standard,144,-0.001,0.035,,,,-0.035,,0,0,0.4975253340373624,0.5024746659626376,32,26,33,26,1,0,6,2,,1.0,1.35,0.98,-0.98,53.7,,,,,
276,CH,2025-10-07,85.9,-2.49,5.15,"Guerrero Jr., Vladimir",665489,642207,field_out,hit_into_play,,,,,14,Vladimir Guerrero Jr. pops out to second baseman Jazz Chisholm Jr.,D,R,R,NYY,TOR,X,4.0,popup,3,2,2025,-1.53,-0.21,0.77,1.42,,,,0,7,Top,129.1,130.23,,,,,10.973849455810605,-124.63847674360606,-2.080609314400708,-18.180436060625084,26.67137230674958,-34.158621341022744,3.67,1.68,175.0,66.2,49.0,86.7,2670,7.1,813061,669224,502671,665862,676609,683011,641355,663757,592450,53.38,0.131,0.118,0.0,1.0,0.0,0.0,3.0,62,6,Changeup,9,6,6,9,6,9,6,9,Standard,Standard,279,0.031,-0.345,67.5,8.8,0.136,0.345,88.0,3,-3,0.8934890965969006,0.1065109034030994,30,26,31,26,1,3,6,2,1.0,1.0,3.34,1.53,1.53,13.3,4.656613900426033,-21.50146615513792,26.941257911426963,43.913500324389325,42.21471770227863
277,CH,2025-10-07,87.1,-2.5,5.13,"Guerrero Jr., Vladimir",665489,642207,,ball,,,,,14,Ball,D,R,R,NYY,TOR,B,,,2,2,2025,-1.47,-0.26,1.47,1.13,,,,0,7,Top,,,,,,,12.730172640555669,-126.0857504926207,-2.829204036818441,-18.36984875450036,27.2382414969214,-34.46239872549115,3.67,1.63,,,,87.9,2605,7.2,813061,669224,502671,665862,676609,683011,641355,663757,592450,53.28,,,,,,,,62,5,Changeup,9,6,6,9,6,9,6,9,Standard,Standard,268,0.009,0.112,,,,-0.112,,3,-3,0.8934890965969006,0.1065109034030994,30,26,31,26,1,3,6,2,1.0,1.0,3.31,1.47,1.47,15.4,,,,,
278,FF,2025-10-07,95.1,-2.46,5.48,"Guerrero Jr., Vladimir",665489,642207,,foul,,,,,6,Foul,D,R,R,NYY,TOR,S,,,2,1,2025,-1.12,1.16,0.51,2.88,,,,0,7,Top,,,,,,,10.4901582508406,-138.01056321409507,-3.75758213479847,-16.692541706772317,33.27196753412903,-16.659008151853598,3.67,1.68,196.0,73.8,55.0,96.6,2426,7.5,813061,669224,502671,665862,676609,683011,641355,663757,592450,53.04,,,,,,,,62,4,4-Seam Fastball,9,6,6,9,6,9,6,9,Strategic,Standard,230,0.009,-0.073,81.6,7.4,,0.073,88.0,3,-3,0.8934890965969006,0.1065109034030994,30,26,31,26,1,3,6,2,1.0,1.0,1.39,1.12,1.12,26.9,-3.9458954398421056,9.752731624941609,26.3554205478105,40.84174689318489,25.27909499571001
279,FF,2025-10-07,95.2,-2.46,5.54,"Guerrero Jr., Vladimir",665489,642207,,ball,,,,,11,Ball,D,R,R,NYY,TOR,B,,,1,1,2025,-0.88,1.36,-0.89,4.04,,,,0,7,Top,,,,,,,6.244565043219813,-138.44152952545096,-1.3194695925576942,-12.782279537322736,32.61046315429469,-14.667343237762465,3.67,1.7,,,,96.9,2363,7.4,813061,669224,502671,665862,676609,683011,641355,663757,592450,53.08,,,,,,,,62,3,4-Seam Fastball,9,6,6,9,6,9,6,9,Strategic,Standard,228,0.009,0.055,,,,-0.055,,3,-3,0.8934890965969006,0.1065109034030994,30,26,31,26,1,3,6,2,1.0,1.0,1.17,0.88,0.88,26.6,,,,,
